Date,AAPL,AMGN,AMZN,BRK-B,C,COST,DHR,GE,GOOGL,IBM,JNJ,KO,LLY,MA,MCD,META,MSFT,NVDA,PEP,PG,RTX,SO,TSLA,UNH,USB,WFC,WMT,AMD,DIS,NFLX
2023-06-28,187.82595825195312,211.43014526367188,129.0399932861328,334.1499938964844,43.494728088378906,516.0048217773438,206.77001953125,84.83604431152344,119.88314819335938,124.30656433105469,155.57472229003906,58.2422981262207,453.9121398925781,376.95086669921875,283.32086181640625,284.4336242675781,331.9790954589844,41.10117721557617,176.91244506835938,144.51817321777344,92.34082794189453,66.03443908691406,256.239990234375,465.52130126953125,29.95924949645996,38.91993713378906,50.906063079833984,110.16999816894531,88.13482666015625,429.8399963378906
2023-06-29,188.1633758544922,211.28683471679688,127.9000015258789,336.9100036621094,43.551177978515625,514.9297485351562,209.65333557128906,85.38285827636719,118.80581665039062,126.4764633178711,156.66305541992188,57.76111602783203,459.6416931152344,384.32672119140625,285.9720764160156,280.68487548828125,331.18829345703125,40.80628967285156,177.0858154296875,143.93045043945312,94.19978332519531,65.3445053100586,257.5,467.473876953125,30.824907302856445,40.6733512878418,50.561946868896484,111.23999786376953,88.2538833618164,428.239990234375
2023-06-30,192.5104217529297,212.10842895507812,130.36000061035156,341.0,43.31596755981445,521.4088745117188,211.61964416503906,87.05500793457031,119.40433502197266,126.24059295654297,158.01869201660156,57.953590393066406,464.0848693847656,389.9081115722656,289.79833984375,286.1185302734375,336.61505126953125,42.28572082519531,178.3762969970703,146.20436096191406,94.35389709472656,66.39356231689453,261.7699890136719,471.5948791503906,31.0883731842041,40.89372253417969,51.51235580444336,113.91000366210938,88.58130645751953,440.489990234375
2023-07-03,191.01182556152344,214.96495056152344,130.22000122070312,342.0,43.97455596923828,523.9849853515625,208.80685424804688,85.81080627441406,119.60384368896484,126.1085205078125,155.94705200195312,58.30004119873047,456.603759765625,390.5624084472656,286.3313903808594,285.1614074707031,334.09442138671875,42.39667892456055,178.7422637939453,146.93663024902344,94.76806640625,66.69599914550781,279.82000732421875,468.88677978515625,31.596473693847656,41.58358383178711,51.846641540527344,115.81999969482422,89.79175567626953,441.44000244140625
2023-07-05,189.8903045654297,215.79611206054688,130.3800048828125,341.55999755859375,44.03099822998047,524.0721435546875,209.3094482421875,86.10401153564453,121.44927215576172,126.64628601074219,155.43148803710938,58.73310089111328,460.8390808105469,391.3258056640625,288.3319396972656,293.4863586425781,334.2525634765625,42.300716400146484,179.68605041503906,146.6861114501953,94.62358856201172,67.74506378173828,282.4800109863281,462.35211181640625,31.54942512512207,41.66023254394531,51.8171501159668,113.94999694824219,89.08731079101562,445.8999938964844
2023-07-06,190.36669921875,213.02557373046875,128.36000061035156,341.4599914550781,42.69501876831055,520.4307250976562,206.68185424804688,85.08963775634766,119.81331634521484,124.68395233154297,154.2763671875,58.280792236328125,458.37506103515625,390.3131408691406,286.4090881347656,291.1134948730469,337.3365783691406,42.08679962158203,179.705322265625,146.44522094726562,94.44058227539062,66.9039306640625,276.5400085449219,460.5271301269531,31.04132652282715,41.09492874145508,51.48941421508789,113.4800033569336,88.04552459716797,438.8399963378906
2023-07-07,189.24520874023438,208.88885498046875,129.77999877929688,340.8999938964844,43.03371810913086,508.4990539550781,205.51792907714844,85.8028793334961,119.18488311767578,124.60846710205078,152.0328369140625,57.51089859008789,447.3612365722656,385.8852233886719,283.6704406738281,289.6578674316406,333.3332824707031,42.48664093017578,176.31536865234375,143.37161254882812,93.83377075195312,66.79996490478516,274.42999267578125,452.8935546875,31.558837890625,40.97995376586914,50.303043365478516,113.16999816894531,87.9463119506836,438.1000061035156
2023-07-10,187.19076538085938,214.69744873046875,127.12999725341797,341.1300048828125,42.967857360839844,510.39727783203125,206.74356079101562,87.65867614746094,116.16236114501953,125.38208770751953,152.28106689453125,57.07783889770508,448.42999267578125,389.3401794433594,285.991455078125,293.2171630859375,328.00543212890625,42.16376495361328,177.49029541015625,143.4293975830078,93.89156341552734,66.28960418701172,269.6099853515625,454.3358154296875,31.747020721435547,40.54878234863281,50.75858688354492,113.58000183105469,87.41053771972656,441.7099914550781
2023-07-11,186.66476440429688,213.8662872314453,128.77999877929688,343.3699951171875,43.776973724365234,512.9443969726562,209.56515502929688,88.20590209960938,116.85065460205078,126.8349609375,151.4409637451172,57.27993392944336,434.8037109375,394.9396057128906,286.2342834472656,297.3945617675781,328.6380310058594,42.38867950439453,177.18209838867188,142.67787170410156,94.42131805419922,66.84722137451172,269.7900085449219,454.1788635253906,32.85731887817383,40.951210021972656,50.683204650878906,111.31999969482422,88.78965759277344,440.2099914550781
2023-07-12,188.342041015625,215.60501098632812,130.8000030517578,345.3500061035156,44.576683044433594,521.0408935546875,209.953125,88.19003295898438,118.63623809814453,125.32546997070312,150.91586303710938,57.587890625,436.0010681152344,397.808837890625,287.07916259765625,308.4114074707031,333.31353759765625,43.88510513305664,176.40203857421875,143.4197998046875,93.255859375,67.6600112915039,271.989990234375,443.199462890625,33.03609848022461,41.44944381713867,50.81101608276367,114.58000183105469,89.44449615478516,444.04998779296875
2023-07-13,189.10623168945312,217.4966583251953,134.3000030517578,343.5400085449219,44.85893630981445,521.4766235351562,210.57037353515625,88.25348663330078,124.23238372802734,126.34436798095703,151.61277770996094,58.07869338989258,430.1626281738281,397.6797790527344,286.700439453125,312.46917724609375,338.7106018066406,45.95930480957031,180.60093688964844,143.51611328125,93.59297943115234,67.5560531616211,277.8999938964844,439.3237609863281,33.69475173950195,41.88060760498047,50.512786865234375,115.91999816894531,89.76199340820312,450.3800048828125
2023-07-14,189.255126953125,217.2769012451172,134.67999267578125,341.0899963378906,43.04312515258789,529.4666137695312,212.08697509765625,87.46040344238281,125.1102066040039,125.85379028320312,152.624755859375,58.608001708984375,444.7685852050781,399.6157531738281,286.42852783203125,307.9428405761719,341.2608642578125,45.45150375366211,181.2558135986328,144.57598876953125,92.6297836303711,67.46153259277344,281.3800048828125,471.1336975097656,33.243106842041016,41.73689270019531,50.68648147583008,115.94000244140625,87.92647552490234,441.9100036621094
2023-07-17,192.53028869628906,217.66859436035156,133.55999755859375,344.25,43.52294921875,535.529296875,209.64450073242188,88.1424560546875,124.34210968017578,126.64628601074219,151.86102294921875,58.521385192871094,442.4728088378906,399.3080139160156,286.1759948730469,309.68756103515625,341.74517822265625,46.44312286376953,178.77113342285156,143.55465698242188,92.77426147460938,66.32742309570312,290.3800048828125,474.9700927734375,33.177242279052734,42.86750793457031,50.74875259399414,118.31999969482422,84.89041137695312,450.04998779296875
2023-07-18,192.27224731445312,222.1874542236328,132.8300018310547,345.3399963378906,44.23798370361328,536.1394653320312,212.3162078857422,88.07901000976562,123.45430755615234,127.70291900634766,151.8514862060547,58.29041290283203,446.4904479980469,395.2970275878906,285.3408203125,311.11328125,355.3465881347656,47.47572326660156,177.63473510742188,143.824462890625,92.2348861694336,65.2972412109375,293.3399963378906,490.5904846191406,34.39103698730469,43.69150924682617,50.65699005126953,117.93000030517578,85.27735900878906,474.79998779296875
2023-07-19,193.63194274902344,221.69065856933594,135.36000061035156,342.42999267578125,44.70840072631836,536.6430053710938,215.0408172607422,87.15110778808594,121.72857666015625,127.81613159179688,151.5459747314453,59.32014465332031,448.8258056640625,395.40625,285.6418762207031,315.0614013671875,350.9874572753906,47.05888748168945,179.3778533935547,144.80723571777344,92.0518798828125,66.28960418701172,291.260009765625,494.22088623046875,36.611637115478516,44.323883056640625,50.67337417602539,116.43000030517578,86.35883331298828,477.5899963378906
2023-07-20,191.6767578125,222.81797790527344,129.9600067138672,346.6099853515625,44.604915618896484,539.4031982421875,215.481689453125,88.22175598144531,118.90557098388672,130.55209350585938,160.7490692138672,60.04191589355469,458.97869873046875,395.19775390625,288.5552978515625,301.61187744140625,342.8720703125,45.50248336791992,182.30555725097656,145.98141479492188,93.5833511352539,67.16856384277344,262.8999938964844,494.75067138671875,36.82805252075195,45.157474517822266,51.61067581176758,110.25,85.53533172607422,437.4200134277344
2023-07-21,190.49571228027344,224.33702087402344,130.0,345.760009765625,44.266212463378906,540.2748413085938,225.62179565429688,87.50006103515625,119.72354125976562,131.08041381835938,162.47705078125,60.09003829956055,457.2173156738281,394.6318664550781,287.07916259765625,293.3766784667969,339.80780029296875,44.29194641113281,183.1337890625,148.27932739257812,92.8416976928711,69.04931640625,260.0199890136719,496.99761962890625,36.15058135986328,44.03643798828125,51.90235900878906,110.94999694824219,86.49774169921875,427.5
2023-07-24,191.2996368408203,224.9102325439453,128.8000030517578,349.6300048828125,44.84011459350586,546.1534423828125,227.47348022460938,87.43661499023438,121.22981262207031,131.64645385742188,163.3267364501953,60.109283447265625,454.525634765625,401.87939453125,286.787841796875,290.734619140625,341.13232421875,44.5948371887207,183.86569213867188,148.75442504882812,93.43887329101562,68.94534301757812,269.05999755859375,499.1071472167969,36.94095993041992,44.47718811035156,52.2071418762207,110.61000061035156,85.92227935791016,428.3699951171875
2023-07-25,192.16305541992188,224.8051300048828,129.1300048828125,347.5799865722656,44.303836822509766,547.373779296875,225.4630889892578,92.91677856445312,121.90813446044922,132.39178466796875,164.57733154296875,59.90718460083008,452.7642517089844,398.39459228515625,283.9229431152344,293.5860290527344,346.9347229003906,45.66142272949219,184.2894287109375,149.10348510742188,83.89368438720703,68.62401580810547,265.2799987792969,501.3148193359375,35.623661041259766,43.576534271240234,52.1645393371582,113.0,84.95986938476562,427.70001220703125
2023-07-26,193.03646850585938,224.70960998535156,128.14999389648438,349.79998779296875,44.68017578125,548.3228759765625,233.54872131347656,90.9816665649414,128.95069885253906,133.08990478515625,164.8924102783203,60.67707824707031,448.85546875,399.5165100097656,283.33056640625,297.67376708984375,333.876953125,45.43450927734375,184.52056884765625,149.2586212158203,83.12313079833984,69.07765197753906,264.3500061035156,498.4399108886719,36.59281539916992,44.4963493347168,52.35133743286133,110.08999633789062,85.18807220458984,422.6700134277344
2023-07-27,191.76609802246094,225.51210021972656,128.25,349.30999755859375,45.047096252441406,544.1196899414062,225.0839385986328,91.53681945800781,129.0803680419922,134.88243103027344,165.8184356689453,60.09003829956055,450.2408447265625,391.6633605957031,286.6712951660156,310.7742919921875,326.9082336425781,45.88233947753906,181.56399536132812,147.4842987060547,82.03472900390625,68.86029052734375,255.7100067138672,495.7220764160156,36.526954650878906,43.85439682006836,52.161258697509766,111.0999984741211,84.69198608398438,413.1700134277344
2023-07-28,194.3564453125,225.81781005859375,132.2100067138672,349.80999755859375,44.604915618896484,545.562744140625,229.31634521484375,90.7199478149414,132.25253295898438,135.3352813720703,166.57264709472656,60.12853240966797,453.6944580078125,390.1344299316406,285.54473876953125,324.5029602050781,334.47003173828125,46.73201370239258,183.27821350097656,151.6535186767578,84.12483215332031,68.3782958984375,266.44000244140625,493.44573974609375,37.20442581176758,44.20890808105469,52.40705871582031,112.95999908447266,85.4559555053711,425.7799987792969
2023-07-31,194.97177124023438,223.6968994140625,133.67999267578125,351.9599914550781,44.84011459350586,542.9962158203125,224.89878845214844,90.60099029541016,132.39218139648438,136.02398681640625,159.93759155273438,59.5992317199707,449.8054504394531,391.4449462890625,284.7387390136719,317.64361572265625,332.0483093261719,46.711021423339844,180.5335235595703,151.54685974121094,84.69313049316406,68.36884307861328,267.42999267578125,496.8406066894531,37.336158752441406,44.22806930541992,52.39067459106445,114.4000015258789,88.1943588256836,438.9700012207031
2023-08-01,194.13809204101562,221.7575225830078,131.69000244140625,352.260009765625,44.2850227355957,537.9600830078125,224.84585571289062,89.79204559326172,131.22506713867188,135.22207641601562,161.2359619140625,59.44525146484375,448.3607177734375,394.21490478515625,282.6701965332031,321.7412414550781,332.46343994140625,46.48910140991211,179.91717529296875,151.4983673095703,84.73165130615234,67.36702728271484,261.07000732421875,495.2413024902344,36.4234504699707,43.79690933227539,52.14487075805664,117.5999984741211,88.33325958251953,438.6199951171875
2023-08-02,191.1309051513672,220.12388610839844,128.2100067138672,351.19000244140625,43.56999206542969,534.9385375976562,227.37648010253906,88.80071258544922,128.06289672851562,136.01454162597656,162.20973205566406,59.62810134887695,449.7362365722656,387.215576171875,281.26202392578125,313.3664855957031,323.7253112792969,44.25196838378906,181.3521270751953,151.8280487060547,82.31404113769531,67.07404327392578,254.11000061035156,495.3001403808594,36.15999221801758,43.21243667602539,52.1809196472168,109.3499984741211,85.62462615966797,429.70001220703125
2023-08-03,189.7315216064453,220.4009246826172,128.91000366210938,353.80999755859375,43.47590255737305,540.1101684570312,227.0149688720703,89.11000061035156,128.13270568847656,136.27871704101562,162.9066619873047,59.32014465332031,444.4717102050781,390.18408203125,282.62158203125,312.2498779296875,322.89501953125,44.49787139892578,180.2061004638672,152.22555541992188,81.55313110351562,64.85304260253906,259.32000732421875,495.3590087890625,37.11973571777344,43.598690032958984,52.19403076171875,113.1500015258789,84.82096099853516,431.0
2023-08-04,180.62059020996094,232.41932678222656,139.57000732421875,349.989990234375,43.504459381103516,534.63818359375,224.62542724609375,89.66515350341797,127.79356384277344,136.08059692382812,161.379150390625,58.425140380859375,444.7982482910156,388.5360107421875,278.7370300292969,309.7972412109375,324.0021057128906,44.662803649902344,177.77919006347656,150.557861328125,81.43753814697266,64.1158676147461,253.86000061035156,493.2691345214844,37.50551986694336,43.308998107910156,51.892520904541016,115.81999969482422,85.62462615966797,431.6000061035156
2023-08-07,177.50421142578125,241.64808654785156,142.22000122070312,362.5799865722656,43.61867141723633,540.8074951171875,225.3925323486328,90.98959350585938,131.20510864257812,137.91085815429688,165.25518798828125,58.88707733154297,449.34033203125,394.0163269042969,282.9906311035156,315.6097412109375,326.3052062988281,45.39952087402344,179.98458862304688,152.1479949951172,82.32367706298828,64.2859878540039,251.4499969482422,501.1283874511719,37.75016403198242,43.511783599853516,52.597137451171875,116.80999755859375,86.15048217773438,440.760009765625
2023-08-08,178.44705200195312,249.1571807861328,139.94000244140625,363.7300109863281,42.980995178222656,538.589599609375,228.43455505371094,90.05376434326172,131.07542419433594,137.65614318847656,165.33154296875,58.62723922729492,516.1556396484375,390.3627624511719,281.2231750488281,311.7015075683594,322.29205322265625,44.64681625366211,177.6251220703125,152.3128204345703,83.03643798828125,65.03262329101562,249.6999969482422,496.3401794433594,37.85366439819336,42.95171356201172,52.649574279785156,113.2300033569336,87.44029998779297,438.29998779296875
2023-08-09,176.84921264648438,247.7432861328125,137.85000610351562,358.0199890136719,42.295738220214844,542.0567626953125,225.780517578125,88.9593276977539,129.33973693847656,135.97657775878906,165.22654724121094,58.7619743347168,520.7372436523438,390.8393249511719,279.9121398925781,304.2938232421875,318.5160827636719,42.53762435913086,177.18209838867188,152.11892700195312,84.53900909423828,65.39176177978516,242.19000244140625,492.6607971191406,37.30792999267578,42.21782684326172,52.73478698730469,110.47000122070312,86.80531311035156,428.8999938964844
2023-08-10,176.6308135986328,250.3609161376953,138.55999755859375,356.9800109863281,42.200565338134766,543.7903442382812,226.94442749023438,90.06962585449219,129.36965942382812,136.70184326171875,164.3673095703125,58.62723922729492,515.8983154296875,394.284423828125,279.30029296875,304.82220458984375,319.2080078125,42.37168884277344,176.96060180664062,151.36264038085938,83.04606628417969,65.59968566894531,245.33999633789062,494.0050048828125,37.157379150390625,42.16954040527344,52.708473205566406,110.2300033569336,91.04190063476562,429.9800109863281
2023-08-11,176.69046020507812,250.7908477783203,138.41000366210938,358.3500061035156,42.419464111328125,545.214111328125,225.21620178222656,90.88648986816406,129.23997497558594,136.57777404785156,165.97117614746094,58.867835998535156,522.765869140625,392.1399230957031,280.2908935546875,300.73455810546875,317.3101501464844,40.83927536010742,177.23988342285156,152.2449493408203,83.64323425292969,65.68473815917969,242.64999389648438,498.4497375488281,37.129150390625,42.227481842041016,53.017635345458984,107.56999969482422,88.32333374023438,421.6600036621094
2023-08-14,178.3501434326172,249.31956481933594,140.57000732421875,358.4800109863281,41.972145080566406,543.77099609375,226.76809692382812,91.63990783691406,131.00559997558594,135.423095703125,165.5797882080078,58.588748931884766,533.525634765625,395.71405029296875,280.4753723144531,305.2708740234375,320.30523681640625,43.73616027832031,176.8354034423828,151.05235290527344,83.25796508789062,65.05152893066406,239.75999450683594,501.3148193359375,36.432861328125,42.23714065551758,52.62295913696289,111.9800033569336,88.11498260498047,427.7799987792969
2023-08-15,176.35256958007812,254.13458251953125,137.6699981689453,354.5,41.12508773803711,540.9044189453125,225.0486602783203,90.29168701171875,129.45944213867188,135.38491821289062,165.10243225097656,58.194175720214844,542.0739135742188,391.61376953125,279.9801330566406,301.0435791015625,318.1503601074219,43.92308807373047,174.64927673339844,150.082763671875,82.50668334960938,64.05915832519531,232.9600067138672,497.15460205078125,35.416656494140625,41.261837005615234,52.353271484375,111.3499984741211,86.37867736816406,423.70001220703125
2023-08-16,175.47801208496094,253.1887664794922,135.07000732421875,354.1099853515625,40.58258819580078,541.4273071289062,222.89718627929688,90.06962585449219,128.38211059570312,134.2111358642578,164.57733154296875,58.203800201416016,541.697021484375,391.5342712402344,277.163818359375,293.4065856933594,317.3777160644531,43.46926498413086,174.51446533203125,148.55081176757812,82.00582885742188,64.37104797363281,225.60000610351562,494.0834655761719,34.86150360107422,40.76936340332031,52.37957763671875,107.19000244140625,85.67423248291016,415.45001220703125
2023-08-17,172.9239044189453,254.1133575439453,133.97999572753906,353.19000244140625,40.411277770996094,529.8636474609375,222.9236602783203,87.99969482421875,129.59909057617188,134.230224609375,166.12393188476562,58.32891082763672,533.1884155273438,389.7969055175781,273.7259826660156,284.2342224121094,313.8908996582031,43.32732009887695,171.85643005371094,147.4842987060547,82.5877685546875,64.50336456298828,219.22000122070312,484.66412353515625,34.63568115234375,41.010772705078125,51.20542907714844,104.44000244140625,85.24759674072266,403.0
2023-08-18,173.410888671875,252.1582794189453,133.22000122070312,352.55999755859375,40.21141052246094,527.7620239257812,221.68038940429688,88.65795135498047,127.14517211914062,134.94593811035156,164.67283630371094,58.65611267089844,541.885498046875,389.3501281738281,273.6094055175781,282.3997497558594,313.49468994140625,43.2823371887207,171.59640502929688,147.90118408203125,83.21820831298828,64.75163269042969,215.49000549316406,489.059814453125,34.663909912109375,41.03974151611328,51.94215393066406,105.44999694824219,85.28728485107422,404.5299987792969
2023-08-21,174.75253295898438,251.0796356201172,134.67999267578125,352.0899963378906,40.04009246826172,526.086669921875,220.58702087402344,88.8403549194336,128.0529022216797,135.77615356445312,159.76577758789062,58.15568161010742,545.4754028320312,390.37274169921875,271.95849609375,289.02978515625,318.84375,46.94892883300781,170.5081787109375,147.1546173095703,82.9466323852539,64.56065368652344,231.27999877929688,488.31414794921875,34.58863067626953,41.03009033203125,51.804019927978516,108.22000122070312,85.2079086303711,408.2900085449219
2023-08-22,176.1339111328125,248.11325073242188,134.25,350.57000732421875,39.04075622558594,521.399169921875,220.172607421875,88.55485534667969,128.76116943359375,135.02230834960938,158.49603271484375,57.79961013793945,549.0553588867188,394.9793701171875,272.2206726074219,286.7366943359375,319.418212890625,45.65042495727539,169.20803833007812,147.21279907226562,82.76235961914062,64.67524719238281,233.19000244140625,483.0746154785156,33.72297286987305,40.074100494384766,51.63956832885742,105.66000366210938,85.11862182617188,413.1700134277344
2023-08-23,179.99989318847656,247.86285400390625,135.52000427246094,354.260009765625,39.097862243652344,523.8106689453125,224.722412109375,89.99031829833984,132.04302978515625,136.85452270507812,157.0735626220703,58.001705169677734,548.7578125,398.1761779785156,273.7357177734375,293.35675048828125,323.9154357910156,47.09787368774414,171.53863525390625,148.589599609375,83.45099639892578,64.50336456298828,236.86000061035156,480.2292175292969,34.108760833740234,40.18032455444336,51.99806594848633,109.43000030517578,85.15830993652344,427.54998779296875
2023-08-24,175.28919982910156,247.15017700195312,131.83999633789062,354.29998779296875,39.097862243652344,515.922119140625,223.57614135742188,88.06314086914062,129.45944213867188,136.9881134033203,157.60818481445312,57.84772872924805,543.4425048828125,394.81060791015625,274.20184326171875,285.88922119140625,316.9517517089844,47.14485168457031,170.6333465576172,147.90118408203125,82.5877685546875,64.38877868652344,230.0399932861328,478.9144592285156,33.995849609375,40.00650405883789,51.60009765625,101.80000305175781,81.82460021972656,406.92999267578125
2023-08-25,177.50540161132812,246.91903686523438,133.25999450683594,355.92999267578125,39.25014114379883,518.15380859375,225.3131866455078,88.80071258544922,129.55918884277344,138.70584106445312,159.8679656982422,58.1171875,549.0455322265625,399.9930419921875,276.3674621582031,284.6429748535156,319.93341064453125,46.00028610229492,172.79058837890625,148.87078857421875,82.14160919189453,65.01900482177734,238.58999633789062,479.91522216796875,33.41246795654297,39.813377380371094,51.905975341796875,102.25,82.70763397216797,416.0299987792969
2023-08-28,179.07562255859375,247.08273315429688,133.13999938964844,355.54998779296875,39.32627868652344,520.26904296875,230.57723999023438,90.3789291381836,130.68638610839844,139.34521484375,157.98321533203125,58.280792236328125,549.3131713867188,404.5103454589844,275.4934387207031,289.3887023925781,320.64654541015625,46.816978454589844,173.5899200439453,149.10348510742188,83.16000366210938,65.05719757080078,238.82000732421875,482.03460693359375,33.8923454284668,40.44104766845703,52.20198059082031,102.61000061035156,83.50138092041016,418.05999755859375
2023-08-29,182.9813232421875,250.05874633789062,134.91000366210938,358.2900085449219,39.70698547363281,526.6536254882812,232.7816162109375,91.46543884277344,134.23760986328125,139.75555419921875,158.00244140625,58.22304916381836,549.29345703125,408.6900329589844,275.40606689453125,297.0954895019531,325.3121643066406,48.765228271484375,174.24478149414062,149.19076538085938,82.78175354003906,65.47735595703125,257.17999267578125,483.5553894042969,34.32518005371094,40.556922912597656,52.639404296875,105.91999816894531,83.73949432373047,429.989990234375
2023-08-30,186.48948669433594,248.36367797851562,135.07000732421875,361.05999755859375,39.37386703491211,526.1588745117188,232.93150329589844,90.65650177001953,135.54437255859375,140.1468048095703,157.4447021484375,58.194175720214844,543.4324951171875,410.9338073730469,276.0372619628906,294.21417236328125,325.6885681152344,49.24504089355469,174.38926696777344,149.35557556152344,83.82925415039062,65.52510070800781,256.8999938964844,482.2798767089844,34.2310791015625,40.112728118896484,53.017635345458984,106.58999633789062,83.62042999267578,434.6700134277344
2023-08-31,186.70811462402344,246.8804931640625,138.00999450683594,360.20001220703125,39.297725677490234,532.9703979492188,233.663330078125,90.77547454833984,135.83364868164062,140.11819458007812,155.47340393066406,57.57826614379883,549.5909423828125,409.6729736328125,274.50439453125,295.0018005371094,324.66827392578125,49.33600997924805,172.55142211914062,149.64646911621094,83.45099639892578,64.67524719238281,258.0799865722656,467.6112060546875,34.372215270996094,39.87132263183594,53.48137664794922,105.72000122070312,83.02513122558594,433.67999267578125
